"","genus_species","species","genus","family","order","publications","citations","journals","years_publishing","x","y"
"4788","Reithrodontomys bakeri","bakeri","Reithrodontomys","Cricetidae","Rodentia",0,0,0,NA,-100,17.00267
"4789","Reithrodontomys brevirostris","brevirostris","Reithrodontomys","Cricetidae","Rodentia",0,0,0,NA,-83,9
"4790","Reithrodontomys burti","burti","Reithrodontomys","Cricetidae","Rodentia",0,0,0,NA,-110.3375,27.68367
"4791","Reithrodontomys chrysopsis","chrysopsis","Reithrodontomys","Cricetidae","Rodentia",2,13,2,19,-98.71168,19.58233
"4792","Reithrodontomys creper","creper","Reithrodontomys","Cricetidae","Rodentia",6,50,4,27,-84.3347,9.67225
"4793","Reithrodontomys darienensis","darienensis","Reithrodontomys","Cricetidae","Rodentia",0,0,0,NA,-77,9.001382
"4794","Reithrodontomys fulvescens","fulvescens","Reithrodontomys","Cricetidae","Rodentia",48,556,30,40,-96.67528,31.30417
"4795","Reithrodontomys gracilis","gracilis","Reithrodontomys","Cricetidae","Rodentia",4,43,4,23,-89.85643,17.63157
"4796","Reithrodontomys hirsutus","hirsutus","Reithrodontomys","Cricetidae","Rodentia",3,34,2,18,-103.4116,20.62568
"4797","Reithrodontomys humulis","humulis","Reithrodontomys","Cricetidae","Rodentia",20,347,15,62,-86.66273,33.92347
"4798","Reithrodontomys megalotis","megalotis","Reithrodontomys","Cricetidae","Rodentia",135,2569,65,61,-118.4626,35.81627
"4799","Reithrodontomys mexicanus","mexicanus","Reithrodontomys","Cricetidae","Rodentia",15,308,10,32,-94.67875,17.97252
"4800","Reithrodontomys microdon","microdon","Reithrodontomys","Cricetidae","Rodentia",7,66,6,19,-99.33837,18.34379
"4801","Reithrodontomys montanus","montanus","Reithrodontomys","Cricetidae","Rodentia",14,162,10,39,-101.3915,36.41193
"4802","Reithrodontomys musseri","musseri","Reithrodontomys","Cricetidae","Rodentia",0,0,0,NA,-83,9
"4803","Reithrodontomys paradoxus","paradoxus","Reithrodontomys","Cricetidae","Rodentia",0,0,0,NA,-86,11.0017
"4804","Reithrodontomys raviventris","raviventris","Reithrodontomys","Cricetidae","Rodentia",32,398,19,49,-122,38.02729
"4805","Reithrodontomys rodriguezi","rodriguezi","Reithrodontomys","Cricetidae","Rodentia",0,0,0,NA,-83,9
"4806","Reithrodontomys spectabilis","spectabilis","Reithrodontomys","Cricetidae","Rodentia",5,63,5,19,1,-1.000152
"4807","Reithrodontomys sumichrasti","sumichrasti","Reithrodontomys","Cricetidae","Rodentia",15,380,10,32,-99.21958,18.80027
"4808","Reithrodontomys tenuirostris","tenuirostris","Reithrodontomys","Cricetidae","Rodentia",2,43,2,19,-91.50376,15.50806
"4809","Reithrodontomys zacatecae","zacatecae","Reithrodontomys","Cricetidae","Rodentia",2,54,2,21,-105.2359,23.06319
"4810","Rhabdomys pumilio","pumilio","Rhabdomys","Muridae","Rodentia",238,4587,97,62,20.20577,-29.69717
"4811","Rhagomys longilingua","longilingua","Rhagomys","Cricetidae","Rodentia",1,5,1,5,-67,-17.00267
"4812","Rhagomys rufescens","rufescens","Rhagomys","Cricetidae","Rodentia",8,71,7,18,-49,-25.00407
"4813","Rheithrosciurus macrotis","macrotis","Rheithrosciurus","Sciuridae","Rodentia",3,56,3,16,117,6.003671
"4814","Rheomys mexicanus","mexicanus","Rheomys","Cricetidae","Rodentia",2,7,1,19,-96.33586,17.67702
"4815","Rheomys raptor","raptor","Rheomys","Cricetidae","Rodentia",1,6,1,21,-83,9.001382
"4816","Rheomys thomasi","thomasi","Rheomys","Cricetidae","Rodentia",0,0,0,NA,1,-1.000152
"4817","Rheomys underwoodi","underwoodi","Rheomys","Cricetidae","Rodentia",0,0,0,NA,-83,9.001382
"4818","Rhinoceros sondaicus","sondaicus","Rhinoceros","Rhinocerotidae","Perissodactyla",55,595,39,76,111,-8.004908
"4819","Rhinoceros unicornis","unicornis","Rhinoceros","Rhinocerotidae","Perissodactyla",247,3313,137,77,91.49364,26.5139
"4820","Rhinolophus acuminatus","acuminatus","Rhinolophus","Rhinolophidae","Chiroptera",7,130,7,40,106.4969,13.51887
"4821","Rhinolophus adami","adami","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,15,-3
"4822","Rhinolophus affinis","affinis","Rhinolophus","Rhinolophidae","Chiroptera",59,1130,53,27,101.7974,5.803521
"4823","Rhinolophus alcyone","alcyone","Rhinolophus","Rhinolophidae","Chiroptera",1,10,1,6,-4.142802,6.435607
"4824","Rhinolophus arcuatus","arcuatus","Rhinolophus","Rhinolophidae","Chiroptera",10,156,8,34,124.2043,9.82087
"4825","Rhinolophus beddomei","beddomei","Rhinolophus","Rhinolophidae","Chiroptera",5,48,5,18,81,8.004908
"4826","Rhinolophus blasii","blasii","Rhinolophus","Rhinolophidae","Chiroptera",23,527,20,67,33.80545,-12.22496
"4827","Rhinolophus bocharicus","bocharicus","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,67,37.00658
"4828","Rhinolophus borneensis","borneensis","Rhinolophus","Rhinolophidae","Chiroptera",1,11,1,8,116.0022,4.671544
"4829","Rhinolophus canuti","canuti","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,115,-9.001382
"4830","Rhinolophus capensis","capensis","Rhinolophus","Rhinolophidae","Chiroptera",18,267,15,38,21.747,-33.2804
"4831","Rhinolophus celebensis","celebensis","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,127,-9.001382
"4832","Rhinolophus chaseni","chaseni","Rhinolophus","Rhinolophidae","Chiroptera",1,5,1,11,107.2868,11.87725
"4833","Rhinolophus clivosus","clivosus","Rhinolophus","Rhinolophidae","Chiroptera",22,293,14,46,37.50099,-2.003358
"4834","Rhinolophus coelophyllus","coelophyllus","Rhinolophus","Rhinolophidae","Chiroptera",5,72,2,18,102,19.00301
"4835","Rhinolophus cognatus","cognatus","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,93,12.00742
"4836","Rhinolophus cohenae","cohenae","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,31,-25
"4837","Rhinolophus convexus","convexus","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,101,5
"4838","Rhinolophus creaghi","creaghi","Rhinolophus","Rhinolophidae","Chiroptera",2,100,2,18,119,10.00616
"4839","Rhinolophus darlingi","darlingi","Rhinolophus","Rhinolophidae","Chiroptera",2,50,2,25,30.50548,-22.53416
"4840","Rhinolophus deckenii","deckenii","Rhinolophus","Rhinolophidae","Chiroptera",1,6,1,24,38.99797,-5.680384
"4841","Rhinolophus denti","denti","Rhinolophus","Rhinolophidae","Chiroptera",6,40,5,25,13,-18.01135
"4842","Rhinolophus eloquens","eloquens","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,36.60103,-1.203186
"4843","Rhinolophus euryale","euryale","Rhinolophus","Rhinolophidae","Chiroptera",81,1545,51,67,2.71357,44.09182
"4844","Rhinolophus euryotis","euryotis","Rhinolophus","Rhinolophidae","Chiroptera",3,16,3,11,145,-7.001072
"4845","Rhinolophus ferrumequinum","ferrumequinum","Rhinolophus","Rhinolophidae","Chiroptera",389,7653,213,66,6.132058,45.95651
"4846","Rhinolophus formosae","formosae","Rhinolophus","Rhinolophidae","Chiroptera",7,24,6,15,121,23.03338
"4847","Rhinolophus francisi","francisi","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,117,5.000764
"4848","Rhinolophus fumigatus","fumigatus","Rhinolophus","Rhinolophidae","Chiroptera",2,28,2,25,37.36533,-1.188731
"4849","Rhinolophus guineensis","guineensis","Rhinolophus","Rhinolophidae","Chiroptera",2,36,2,19,-9.001965,7.408515
"4850","Rhinolophus hildebrandtii","hildebrandtii","Rhinolophus","Rhinolophidae","Chiroptera",9,267,9,53,37.66639,-4.007337
"4851","Rhinolophus hilli","hilli","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,NA,NA
"4852","Rhinolophus hillorum","hillorum","Rhinolophus","Rhinolophidae","Chiroptera",1,19,1,20,-10,7.001072
"4853","Rhinolophus hipposideros","hipposideros","Rhinolophus","Rhinolophidae","Chiroptera",188,3825,107,74,7.836464,45.93381
"4854","Rhinolophus huananus","huananus","Rhinolophus","Rhinolophidae","Chiroptera",1,14,1,14,NA,NA
"4855","Rhinolophus inops","inops","Rhinolophus","Rhinolophidae","Chiroptera",3,28,3,9,123.4825,12.58909
"4856","Rhinolophus kahuzi","kahuzi","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,29,-3
"4857","Rhinolophus keyensis","keyensis","Rhinolophus","Rhinolophidae","Chiroptera",1,5,1,11,119,-9
"4858","Rhinolophus landeri","landeri","Rhinolophus","Rhinolophidae","Chiroptera",5,72,4,49,37.88967,-1.003004
"4859","Rhinolophus lepidus","lepidus","Rhinolophus","Rhinolophidae","Chiroptera",25,245,17,42,100.3325,6.336762
"4860","Rhinolophus luctoides","luctoides","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,101,4.002442
"4861","Rhinolophus luctus","luctus","Rhinolophus","Rhinolophidae","Chiroptera",14,149,7,50,103.7977,21.41022
"4862","Rhinolophus mabuensis","mabuensis","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,37,-17
"4863","Rhinolophus maclaudi","maclaudi","Rhinolophus","Rhinolophidae","Chiroptera",1,9,1,9,29.66667,0.3333992
"4864","Rhinolophus macrotis","macrotis","Rhinolophus","Rhinolophidae","Chiroptera",20,326,18,18,103.0071,22.01411
"4865","Rhinolophus madurensis","madurensis","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,NA,NA
"4866","Rhinolophus maendeleo","maendeleo","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,37,-7.001072
"4867","Rhinolophus malayanus","malayanus","Rhinolophus","Rhinolophidae","Chiroptera",14,192,8,40,105.2916,14.45907
"4868","Rhinolophus marshalli","marshalli","Rhinolophus","Rhinolophidae","Chiroptera",6,76,3,21,104.3302,22.34631
"4869","Rhinolophus megaphyllus","megaphyllus","Rhinolophus","Rhinolophidae","Chiroptera",23,405,13,47,151.1462,-32.9739
"4870","Rhinolophus mehelyi","mehelyi","Rhinolophus","Rhinolophidae","Chiroptera",50,1053,34,64,-9,37.00658
"4871","Rhinolophus mitratus","mitratus","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,NA,NA
"4872","Rhinolophus montanus","montanus","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,NA,NA
"4873","Rhinolophus mossambicus","mossambicus","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,35,-21.00335
"4874","Rhinolophus nereis","nereis","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,NA,NA
"4875","Rhinolophus osgoodi","osgoodi","Rhinolophus","Rhinolophidae","Chiroptera",1,38,1,13,101.6629,25.68225
"4876","Rhinolophus paradoxolophus","paradoxolophus","Rhinolophus","Rhinolophidae","Chiroptera",4,57,4,49,103.6698,22.34631
"4877","Rhinolophus pearsonii","pearsonii","Rhinolophus","Rhinolophidae","Chiroptera",8,106,4,18,106.1002,18.53234
"4878","Rhinolophus philippinensis","philippinensis","Rhinolophus","Rhinolophidae","Chiroptera",10,225,8,49,124.2043,9.82087
"4879","Rhinolophus pusillus","pusillus","Rhinolophus","Rhinolophidae","Chiroptera",39,482,25,18,105.7965,18.68054
"4880","Rhinolophus rex","rex","Rhinolophus","Rhinolophidae","Chiroptera",7,103,6,50,105.5051,21.53119
"4881","Rhinolophus robinsoni","robinsoni","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,101,6.003671
"4882","Rhinolophus rouxii","rouxii","Rhinolophus","Rhinolophidae","Chiroptera",27,319,19,33,81,7.001072
"4883","Rhinolophus rufus","rufus","Rhinolophus","Rhinolophidae","Chiroptera",1,42,1,7,123.2079,11.94055
"4884","Rhinolophus ruwenzorii","ruwenzorii","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,29,1.001372
"4885","Rhinolophus sakejiensis","sakejiensis","Rhinolophus","Rhinolophidae","Chiroptera",1,19,1,20,25,-11
"4886","Rhinolophus schnitzleri","schnitzleri","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,103,25
"4887","Rhinolophus sedulus","sedulus","Rhinolophus","Rhinolophidae","Chiroptera",6,21,5,29,102.3339,3.66884
"4888","Rhinolophus shameli","shameli","Rhinolophus","Rhinolophidae","Chiroptera",6,86,4,18,104.4543,14.33241
"4889","Rhinolophus shortridgei","shortridgei","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,NA,NA
"4890","Rhinolophus siamensis","siamensis","Rhinolophus","Rhinolophidae","Chiroptera",2,3,2,2,103.6684,20.68881
"4891","Rhinolophus silvestris","silvestris","Rhinolophus","Rhinolophidae","Chiroptera",1,19,1,20,15,-3.000457
"4892","Rhinolophus simulator","simulator","Rhinolophus","Rhinolophidae","Chiroptera",6,50,6,24,31.66502,-11.67341
"4893","Rhinolophus sinicus","sinicus","Rhinolophus","Rhinolophidae","Chiroptera",67,2161,50,18,115,23.0037
"4894","Rhinolophus smithersi","smithersi","Rhinolophus","Rhinolophidae","Chiroptera",1,2,1,5,29,-25.00407
"4895","Rhinolophus stheno","stheno","Rhinolophus","Rhinolophidae","Chiroptera",5,110,2,18,101.3312,5.006879
"4896","Rhinolophus subbadius","subbadius","Rhinolophus","Rhinolophidae","Chiroptera",5,54,5,60,91,25.00407
"4897","Rhinolophus subrufus","subrufus","Rhinolophus","Rhinolophidae","Chiroptera",1,2,1,9,121.3954,15.44286
"4898","Rhinolophus swinnyi","swinnyi","Rhinolophus","Rhinolophidae","Chiroptera",5,30,5,32,33.80188,-13.4158
"4899","Rhinolophus thailandensis","thailandensis","Rhinolophus","Rhinolophidae","Chiroptera",1,12,1,7,99,19
"4900","Rhinolophus thomasi","thomasi","Rhinolophus","Rhinolophidae","Chiroptera",7,119,4,18,103.8593,21.30571
"4901","Rhinolophus trifoliatus","trifoliatus","Rhinolophus","Rhinolophidae","Chiroptera",7,89,1,18,101.6643,3.23416
"4902","Rhinolophus virgo","virgo","Rhinolophus","Rhinolophidae","Chiroptera",2,58,2,8,121.8418,13.31131
"4903","Rhinolophus willardi","willardi","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,29,-5
"4904","Rhinolophus xinanzhongguoensis","xinanzhongguoensis","Rhinolophus","Rhinolophidae","Chiroptera",0,0,0,NA,99,25.00407
"4905","Rhinolophus yunanensis","yunanensis","Rhinolophus","Rhinolophidae","Chiroptera",6,128,3,18,93,12.00742
"4906","Rhinolophus ziama","ziama","Rhinolophus","Rhinolophidae","Chiroptera",1,5,1,12,-10,9.001382
"4907","Rhinonicteris aurantia","aurantia","Rhinonicteris","Rhinonycteridae","Chiroptera",11,89,7,20,132.9961,-13.67984
"4908","Rhinophylla alethina","alethina","Rhinophylla","Phyllostomidae","Chiroptera",1,6,1,12,-77,4.002442
"4909","Rhinophylla fischerae","fischerae","Rhinophylla","Phyllostomidae","Chiroptera",1,6,1,12,-74.4992,-0.3753297
"4910","Rhinophylla pumilio","pumilio","Rhinophylla","Phyllostomidae","Chiroptera",17,271,14,43,-55.54576,3.367137
"4911","Rhinopithecus avunculus","avunculus","Rhinopithecus","Cercopithecidae","Primates",9,147,7,29,105,21
"4912","Rhinopithecus bieti","bieti","Rhinopithecus","Cercopithecidae","Primates",159,2446,65,40,100.3296,26.34898
"4913","Rhinopithecus brelichi","brelichi","Rhinopithecus","Cercopithecidae","Primates",32,552,20,29,109,27
"4914","Rhinopithecus roxellana","roxellana","Rhinopithecus","Cercopithecidae","Primates",269,2885,83,34,107,33.00567
"4915","Rhinopithecus strykeri","strykeri","Rhinopithecus","Cercopithecidae","Primates",15,302,10,11,NA,NA
"4916","Rhinopoma hadramauticum","hadramauticum","Rhinopoma","Rhinopomatidae","Chiroptera",0,0,0,NA,NA,NA
"4917","Rhinopoma hardwickii","hardwickii","Rhinopoma","Rhinopomatidae","Chiroptera",13,77,12,15,79.27766,21.42609
"4918","Rhinopoma macinnesi","macinnesi","Rhinopoma","Rhinopomatidae","Chiroptera",0,0,0,NA,37,2.00122
"4919","Rhinopoma microphyllum","microphyllum","Rhinopoma","Rhinopomatidae","Chiroptera",38,252,29,48,54.19705,28.61362
"4920","Rhinopoma muscatellum","muscatellum","Rhinopoma","Rhinopomatidae","Chiroptera",5,35,5,49,54.97841,27.05589
"4921","Rhinosciurus laticaudatus","laticaudatus","Rhinosciurus","Sciuridae","Rodentia",2,22,2,23,102,3.000457
"4922","Rhipidomys austrinus","austrinus","Rhipidomys","Cricetidae","Rodentia",1,8,1,11,-63.66384,-19.67827
"4923","Rhipidomys cariri","cariri","Rhipidomys","Cricetidae","Rodentia",0,0,0,NA,NA,NA
"4924","Rhipidomys caucensis","caucensis","Rhipidomys","Cricetidae","Rodentia",0,0,0,NA,-76.33415,5.669967
"4925","Rhipidomys couesi","couesi","Rhipidomys","Cricetidae","Rodentia",0,0,0,NA,-65.31891,-18.35608
"4926","Rhipidomys emiliae","emiliae","Rhipidomys","Cricetidae","Rodentia",0,0,0,NA,NA,NA
"4927","Rhipidomys fulviventer","fulviventer","Rhipidomys","Cricetidae","Rodentia",2,1,2,4,-72.99817,6.003671
"4928","Rhipidomys gardneri","gardneri","Rhipidomys","Cricetidae","Rodentia",0,0,0,NA,-69,-13.00201
"4929","Rhipidomys ipukensis","ipukensis","Rhipidomys","Cricetidae","Rodentia",1,28,1,11,-49,-11
"4930","Rhipidomys itoan","itoan","Rhipidomys","Cricetidae","Rodentia",1,2,1,3,NA,NA
"4931","Rhipidomys latimanus","latimanus","Rhipidomys","Cricetidae","Rodentia",3,10,3,10,-76.49664,3.259304
"4932","Rhipidomys leucodactylus","leucodactylus","Rhipidomys","Cricetidae","Rodentia",5,103,5,41,-71,-13.00201
"4933","Rhipidomys macconnelli","macconnelli","Rhipidomys","Cricetidae","Rodentia",2,20,2,11,NA,NA
"4934","Rhipidomys macrurus","macrurus","Rhipidomys","Cricetidae","Rodentia",11,82,8,15,-55,-24.01555
"4935","Rhipidomys mastacalis","mastacalis","Rhipidomys","Cricetidae","Rodentia",16,288,13,36,-44.99295,-22.01411
"4936","Rhipidomys modicus","modicus","Rhipidomys","Cricetidae","Rodentia",0,0,0,NA,-75,-11.0017
"4937","Rhipidomys nitela","nitela","Rhipidomys","Cricetidae","Rodentia",4,273,4,22,-57.00272,4.559638
"4938","Rhipidomys ochrogaster","ochrogaster","Rhipidomys","Cricetidae","Rodentia",1,4,1,11,NA,NA
"4939","Rhipidomys tribei","tribei","Rhipidomys","Cricetidae","Rodentia",0,0,0,NA,NA,NA
"4940","Rhipidomys venezuelae","venezuelae","Rhipidomys","Cricetidae","Rodentia",0,0,0,NA,-71.71784,8.656432
"4941","Rhipidomys venustus","venustus","Rhipidomys","Cricetidae","Rodentia",1,4,1,9,-77,-6.003671
"4942","Rhipidomys wetzeli","wetzeli","Rhipidomys","Cricetidae","Rodentia",2,20,2,11,-65,2.00122
"4943","Rhizomys pruinosus","pruinosus","Rhizomys","Spalacidae","Rodentia",15,254,14,36,103.8656,21.59482
"4944","Rhizomys sinensis","sinensis","Rhizomys","Spalacidae","Rodentia",22,476,21,66,103,30.02017
"4945","Rhizomys sumatrensis","sumatrensis","Rhizomys","Spalacidae","Rodentia",6,118,6,26,103,21.01946
"4946","Rhogeessa aeneus","aeneus","Rhogeessa","Vespertilionidae","Chiroptera",5,34,5,14,-89.56692,19.31389
"4947","Rhogeessa alleni","alleni","Rhogeessa","Vespertilionidae","Chiroptera",2,7,2,16,-101.425,20.23581
"4948","Rhogeessa bickhami","bickhami","Rhogeessa","Vespertilionidae","Chiroptera",0,0,0,NA,-88.3314,14.34137
"4949","Rhogeessa genowaysi","genowaysi","Rhogeessa","Vespertilionidae","Chiroptera",1,15,1,14,-93,16.01001
"4950","Rhogeessa gracilis","gracilis","Rhogeessa","Vespertilionidae","Chiroptera",1,15,1,14,-97.80816,18.21104
"4951","Rhogeessa hussoni","hussoni","Rhogeessa","Vespertilionidae","Chiroptera",2,14,2,11,NA,NA
"4952","Rhogeessa io","io","Rhogeessa","Vespertilionidae","Chiroptera",5,69,5,15,-73.31522,6.077904
"4953","Rhogeessa menchuae","menchuae","Rhogeessa","Vespertilionidae","Chiroptera",0,0,0,NA,-88,15.00234
"4954","Rhogeessa minutilla","minutilla","Rhogeessa","Vespertilionidae","Chiroptera",1,1,1,18,-70.50231,10.50509
"4955","Rhogeessa mira","mira","Rhogeessa","Vespertilionidae","Chiroptera",0,0,0,NA,-102,19.00301
"4956","Rhogeessa parvula","parvula","Rhogeessa","Vespertilionidae","Chiroptera",2,37,2,23,-100.7282,19.40437
"4957","Rhogeessa tumida","tumida","Rhogeessa","Vespertilionidae","Chiroptera",5,241,4,36,-90.8859,16.52314
"4958","Rhombomys opimus","opimus","Rhombomys","Muridae","Rodentia",259,3113,132,87,65.81822,36.22461
"4959","Rhynchocyon chrysopygus","chrysopygus","Rhynchocyon","Macroscelididae","Macroscelidea",11,97,8,41,39,-3.50189
"4960","Rhynchocyon cirnei","cirnei","Rhynchocyon","Macroscelididae","Macroscelidea",3,9,3,51,31.80353,-8.204799
"4961","Rhynchocyon petersi","petersi","Rhynchocyon","Macroscelididae","Macroscelidea",6,47,6,27,38.33252,-6.336762
"4962","Rhynchocyon udzungwensis","udzungwensis","Rhynchocyon","Macroscelididae","Macroscelidea",5,75,3,14,37,-7
"4963","Rhynchogale melleri","melleri","Rhynchogale","Herpestidae","Carnivora",1,1,1,4,31,-14.00871
"4964","Rhyncholestes raphanurus","raphanurus","Rhyncholestes","Caenolestidae","Paucituberculata",8,217,5,34,-72,-41.00759
"4965","Rhynchomeles prattorum","prattorum","Rhynchomeles","Peroryctidae","Peramelemorphia",1,5,1,32,NA,NA
"4966","Rhynchomys banahao","banahao","Rhynchomys","Muridae","Rodentia",0,0,0,NA,121,15
"4967","Rhynchomys isarogensis","isarogensis","Rhynchomys","Muridae","Rodentia",2,70,1,31,123,13
"4968","Rhynchomys soricoides","soricoides","Rhynchomys","Muridae","Rodentia",1,3,1,3,121,18.01135
"4969","Rhynchomys tapulao","tapulao","Rhynchomys","Muridae","Rodentia",0,0,0,NA,121,15
"4970","Rhynchonycteris naso","naso","Rhynchonycteris","Emballonuridae","Chiroptera",22,467,21,46,-73.93079,7.02457
"4971","Romerolagus diazi","diazi","Romerolagus","Leporidae","Lagomorpha",48,431,36,43,1,-1.272222e-14
"4972","Rousettus aegyptiacus","aegyptiacus","Rousettus","Pteropodidae","Chiroptera",335,5657,186,59,39,-3.673876
"4973","Rousettus amplexicaudatus","amplexicaudatus","Rousettus","Pteropodidae","Chiroptera",28,465,26,50,159.0044,-9.008026
"4974","Rousettus bidens","bidens","Rousettus","Pteropodidae","Chiroptera",0,0,0,NA,119,-3.000457
"4975","Rousettus celebensis","celebensis","Rousettus","Pteropodidae","Chiroptera",0,0,0,NA,121,-2.00122
"4976","Rousettus lanosus","lanosus","Rousettus","Pteropodidae","Chiroptera",4,42,3,18,36.71563,-2.146132
"4977","Rousettus leschenaultii","leschenaultii","Rousettus","Pteropodidae","Chiroptera",47,358,38,33,93.49473,22.51153
"4978","Rousettus linduensis","linduensis","Rousettus","Pteropodidae","Chiroptera",0,0,0,NA,NA,NA
"4979","Rousettus madagascariensis","madagascariensis","Rousettus","Pteropodidae","Chiroptera",29,369,19,45,48.60183,-15.83393
"4980","Rousettus obliviosus","obliviosus","Rousettus","Pteropodidae","Chiroptera",7,89,7,28,43.66831,-12.3402
"4981","Rousettus spinalatus","spinalatus","Rousettus","Pteropodidae","Chiroptera",1,11,1,33,115,5
"4982","Rubrisciurus rubriventer","rubriventer","Rubrisciurus","Sciuridae","Rodentia",3,54,3,20,121,-1.000152
"4983","Rucervus duvaucelii","duvaucelii","Rucervus","Cervidae","Artiodactyla",14,38,13,15,80.32922,28.35038
"4984","Rucervus eldii","eldii","Rucervus","Cervidae","Artiodactyla",27,76,24,9,99,15.00234
"4985","Rucervus schomburgki","schomburgki","Rucervus","Cervidae","Artiodactyla",0,0,0,NA,NA,NA
"4986","Rungwecebus kipunji","kipunji","Rungwecebus","Cercopithecidae","Primates",16,272,12,14,33,-9.001382
"4987","Rupicapra pyrenaica","pyrenaica","Rupicapra","Bovidae","Artiodactyla",215,3519,98,70,1,43.00814
"4988","Rupicapra rupicapra","rupicapra","Rupicapra","Bovidae","Artiodactyla",659,9324,278,71,8.888378,46.27947
"4989","Rusa alfredi","alfredi","Rusa","Cervidae","Artiodactyla",2,1,2,6,123,9.001382
"4990","Rusa marianna","marianna","Rusa","Cervidae","Artiodactyla",10,47,8,8,121.4966,14.52145
"4991","Rusa timorensis","timorensis","Rusa","Cervidae","Artiodactyla",48,177,36,38,151.9887,-33.03973
"4992","Rusa unicolor","unicolor","Rusa","Cervidae","Artiodactyla",148,1070,96,18,78.41882,23.8993
"4993","Ruwenzorisorex suncoides","suncoides","Ruwenzorisorex","Soricidae","Eulipotyphla",0,0,0,NA,29,-2.00122
"4994","Saccolaimus flaviventris","flaviventris","Saccolaimus","Emballonuridae","Chiroptera",12,223,10,27,149.6465,-32.15825
"4995","Saccolaimus mixtus","mixtus","Saccolaimus","Emballonuridae","Chiroptera",0,0,0,NA,142.5002,-13.01412
"4996","Saccolaimus peli","peli","Saccolaimus","Emballonuridae","Chiroptera",1,4,1,22,28.59961,1.000885
"4997","Saccolaimus saccolaimus","saccolaimus","Saccolaimus","Emballonuridae","Chiroptera",4,15,4,21,127,-16.15274
"4998","Saccopteryx antioquensis","antioquensis","Saccopteryx","Emballonuridae","Chiroptera",0,0,0,NA,-76,5.000764
"4999","Saccopteryx bilineata","bilineata","Saccopteryx","Emballonuridae","Chiroptera",80,2252,37,52,-74.49932,5.759052
"5000","Saccopteryx canescens","canescens","Saccopteryx","Emballonuridae","Chiroptera",0,0,0,NA,-72.86322,7.560442
"5001","Saccopteryx gymnura","gymnura","Saccopteryx","Emballonuridae","Chiroptera",3,517,3,24,-58.49924,3.504481
"5002","Saccopteryx leptura","leptura","Saccopteryx","Emballonuridae","Chiroptera",12,377,10,46,-76.4091,6.882902
"5003","Saccostomus campestris","campestris","Saccostomus","Nesomyidae","Rodentia",56,883,32,46,32.00277,-9.009687
"5004","Saccostomus mearnsi","mearnsi","Saccostomus","Nesomyidae","Rodentia",15,420,12,32,37.6664,1.667719
"5005","Saguinus bicolor","bicolor","Saguinus","Cebidae","Primates",31,336,24,40,-60,-3.000457
"5006","Saguinus geoffroyi","geoffroyi","Saguinus","Cebidae","Primates",43,635,27,55,-79.25287,7.757721
"5007","Saguinus imperator","imperator","Saguinus","Cebidae","Primates",376,9017,136,43,-69.00388,-11.01334
"5008","Saguinus inustus","inustus","Saguinus","Cebidae","Primates",4,32,4,12,-72.3336,1.667719
"5009","Saguinus labiatus","labiatus","Saguinus","Cebidae","Primates",86,2011,47,45,-66.50231,-10.50509
"5010","Saguinus leucopus","leucopus","Saguinus","Cebidae","Primates",35,221,26,44,-74.60099,7.816642
"5011","Saguinus martinsi","martinsi","Saguinus","Cebidae","Primates",2,5,2,13,NA,NA
"5012","Saguinus midas","midas","Saguinus","Cebidae","Primates",80,2099,54,54,-55.00245,4.096004
"5013","Saguinus mystax","mystax","Saguinus","Cebidae","Primates",153,4280,62,52,-73.00147,-6.608047
"5014","Saguinus niger","niger","Saguinus","Cebidae","Primates",11,81,9,17,-50.19932,-5.406136
"5015","Saguinus oedipus","oedipus","Saguinus","Cebidae","Primates",557,15344,184,54,-75.3295,9.012454
"5016","Saiga tatarica","tatarica","Saiga","Bovidae","Artiodactyla",153,1910,104,57,47.0143,46.67236
